Gene	Gene name	Reliability	Main location	Additional location	Extracellular location	Enhanced	Supported	Approved	Uncertain	Single-cell variation intensity	Single-cell variation spatial	Cell cycle dependency	GO id
ENSG00000107518	ATRNL1	Approved	Mitochondria;Nucleoplasm					Mitochondria;Nucleoplasm					Mitochondria (GO:0005739);Nucleoplasm (GO:0005654)
ENSG00000107551	RASSF4	Approved	Nucleoli;Nucleoplasm	Cell Junctions;Cytokinetic bridge;Cytosol;Mitotic spindle				Cell Junctions;Cytokinetic bridge;Cytosol;Mitotic spindle;Nucleoli;Nucleoplasm		Cytokinetic bridge;Mitotic spindle		Cytokinetic bridge (biological definition);Mitotic spindle (biological definition)	Cell Junctions (GO:0030054);Cytokinetic bridge (GO:0045171);Cytosol (GO:0005829);Mitotic spindle (GO:0072686);Nucleoli (GO:0005730);Nucleoplasm (GO:0005654)
ENSG00000107554	DNMBP	Approved	Cytosol;Golgi apparatus;Nucleoli	Nuclear bodies				Cytosol;Golgi apparatus;Nuclear bodies;Nucleoli		Nuclear bodies;Nucleoli			Cytosol (GO:0005829);Golgi apparatus (GO:0005794);Nuclear bodies (GO:0016604);Nucleoli (GO:0005730)
ENSG00000107560	RAB11FIP2	Supported	Vesicles	Nucleoplasm			Vesicles	Nucleoplasm					Nucleoplasm (GO:0005654);Vesicles (GO:0043231)
ENSG00000107566	ERLIN1	Supported	Endoplasmic reticulum				Endoplasmic reticulum						Endoplasmic reticulum (GO:0005783)
ENSG00000107581	EIF3A	Supported	Cytosol;Nucleoplasm				Cytosol	Nucleoplasm		Cytosol			Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
ENSG00000107593	PKD2L1	Approved	Plasma membrane	Actin filaments;Cytosol			Plasma membrane	Actin filaments;Cytosol					Actin filaments (GO:0015629);Cytosol (GO:0005829);Plasma membrane (GO:0005886)
ENSG00000107625	DDX50	Enhanced	Nucleoli			Nucleoli							Nucleoli (GO:0005730)
ENSG00000107651	SEC23IP	Enhanced	Vesicles			Vesicles							Vesicles (GO:0043231)
ENSG00000107669	ATE1	Supported	Nucleoplasm				Nucleoplasm						Nucleoplasm (GO:0005654)
ENSG00000107672	NSMCE4A	Enhanced	Nucleoplasm			Nucleoplasm							Nucleoplasm (GO:0005654)
ENSG00000107679	PLEKHA1	Enhanced	Nucleoplasm	Cytosol		Nucleoplasm	Cytosol						Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
ENSG00000107738	VSIR	Approved	Nucleoplasm					Nucleoplasm					Nucleoplasm (GO:0005654)
ENSG00000107745	MICU1	Supported	Mitochondria				Mitochondria						Mitochondria (GO:0005739)
ENSG00000107758	PPP3CB	Approved	Mitochondria					Mitochondria					Mitochondria (GO:0005739)
ENSG00000107771	CCSER2	Approved	Cytosol;Nucleoplasm					Cytosol;Nucleoplasm					Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
ENSG00000107779	BMPR1A	Approved	Cytosol					Cytosol					Cytosol (GO:0005829)
ENSG00000107796	ACTA2	Supported	Actin filaments				Actin filaments						Actin filaments (GO:0015629)
ENSG00000107798	LIPA	Supported	Cytosol;Vesicles	Nucleoli fibrillar center;Nucleoplasm			Vesicles	Cytosol	Nucleoli fibrillar center;Nucleoplasm	Vesicles			Cytosol (GO:0005829);Nucleoli fibrillar center (GO:0001650);Nucleoplasm (GO:0005654);Vesicles (GO:0043231)
ENSG00000107816	LZTS2	Approved	Cytosol;Plasma membrane				Cytosol		Plasma membrane	Plasma membrane			Cytosol (GO:0005829);Plasma membrane (GO:0005886)
ENSG00000107819	SFXN3	Enhanced	Mitochondria			Mitochondria				Mitochondria			Mitochondria (GO:0005739)
ENSG00000107829	FBXW4	Approved	Golgi apparatus					Golgi apparatus					Golgi apparatus (GO:0005794)
ENSG00000107833	NPM3	Approved	Actin filaments;Cytosol;Nucleoli					Actin filaments;Cytosol;Nucleoli					Actin filaments (GO:0015629);Cytosol (GO:0005829);Nucleoli (GO:0005730)
ENSG00000107854	TNKS2	Approved	Microtubules					Microtubules					Microtubules (GO:0015630)
ENSG00000107862	GBF1	Supported	Golgi apparatus				Golgi apparatus						Golgi apparatus (GO:0005794)
ENSG00000107863	ARHGAP21	Supported	Actin filaments;Cell Junctions	Plasma membrane			Cell Junctions;Plasma membrane	Actin filaments					Actin filaments (GO:0015629);Cell Junctions (GO:0030054);Plasma membrane (GO:0005886)
ENSG00000107864	CPEB3	Approved	Cytosol	Midbody;Nucleoplasm;Plasma membrane				Cytosol;Midbody;Nucleoplasm;Plasma membrane		Midbody		Midbody (biological definition)	Cytosol (GO:0005829);Midbody (GO:0030496);Nucleoplasm (GO:0005654);Plasma membrane (GO:0005886)
ENSG00000107874	CUEDC2	Enhanced	Cytosol;Nucleoplasm			Cytosol;Nucleoplasm							Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
ENSG00000107882	SUFU	Supported	Nucleoplasm				Nucleoplasm						Nucleoplasm (GO:0005654)
ENSG00000107890	ANKRD26	Approved	Golgi apparatus;Vesicles					Golgi apparatus;Vesicles					Golgi apparatus (GO:0005794);Vesicles (GO:0043231)
ENSG00000107897	ACBD5	Enhanced	Peroxisomes			Peroxisomes							Peroxisomes (GO:0005777)
ENSG00000107902	LHPP	Supported	Cytosol;Nuclear speckles				Cytosol;Nuclear speckles						Cytosol (GO:0005829);Nuclear speckles (GO:0016607)
ENSG00000107929	LARP4B	Enhanced	Cytosol			Cytosol							Cytosol (GO:0005829)
ENSG00000107937	GTPBP4	Supported	Nucleoli;Nucleoli rim	Nuclear membrane		Nucleoli;Nucleoli rim			Nuclear membrane	Nuclear membrane;Nucleoli;Nucleoli rim			Nuclear membrane (GO:0031965);Nucleoli (GO:0005730);Nucleoli rim (GO:0005730)
ENSG00000107938	EDRF1	Approved	Nucleoplasm	Centrosome;Cytosol				Centrosome;Cytosol;Nucleoplasm					Centrosome (GO:0005813);Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
ENSG00000107949	BCCIP	Supported	Nucleoplasm	Cytosol			Nucleoplasm	Cytosol		Nucleoplasm			Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
ENSG00000107951	MTPAP	Supported	Mitochondria				Mitochondria			Mitochondria			Mitochondria (GO:0005739)
ENSG00000107959	PITRM1	Supported	Mitochondria				Mitochondria						Mitochondria (GO:0005739)
ENSG00000107960	STN1	Supported	Nucleoplasm				Nucleoplasm						Nucleoplasm (GO:0005654)
ENSG00000107968	MAP3K8	Supported	Cytosol				Cytosol						Cytosol (GO:0005829)
ENSG00000108001	EBF3	Approved	Nucleoplasm	Vesicles				Nucleoplasm;Vesicles					Nucleoplasm (GO:0005654);Vesicles (GO:0043231)
ENSG00000108018	SORCS1	Approved	Cytosol;Plasma membrane					Cytosol;Plasma membrane					Cytosol (GO:0005829);Plasma membrane (GO:0005886)
ENSG00000108021	TASOR2	Enhanced	Nucleoplasm	Cytosol		Nucleoplasm	Cytosol						Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
ENSG00000108039	XPNPEP1	Enhanced	Cytosol			Cytosol							Cytosol (GO:0005829)
ENSG00000108055	SMC3	Supported	Nucleoplasm				Nucleoplasm						Nucleoplasm (GO:0005654)
ENSG00000108061	SHOC2	Approved	Cytosol;Nucleoplasm				Cytosol	Nucleoplasm					Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
ENSG00000108064	TFAM	Enhanced	Mitochondria			Mitochondria							Mitochondria (GO:0005739)
ENSG00000108091	CCDC6	Supported	Cytosol				Cytosol			Cytosol			Cytosol (GO:0005829)
ENSG00000108094	CUL2	Enhanced	Nucleoplasm			Nucleoplasm							Nucleoplasm (GO:0005654)
ENSG00000108106	UBE2S	Approved	Plasma membrane	Nucleoplasm				Nucleoplasm;Plasma membrane					Nucleoplasm (GO:0005654);Plasma membrane (GO:0005886)
ENSG00000108107	RPL28	Supported	Cytosol;Endoplasmic reticulum				Cytosol;Endoplasmic reticulum						Cytosol (GO:0005829);Endoplasmic reticulum (GO:0005783)
ENSG00000108175	ZMIZ1	Supported	Nucleoplasm	Cytosol			Cytosol;Nucleoplasm						Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
ENSG00000108179	PPIF	Supported	Mitochondria				Mitochondria						Mitochondria (GO:0005739)
ENSG00000108187	PBLD	Approved	Vesicles					Vesicles					Vesicles (GO:0043231)
ENSG00000108219	TSPAN14	Supported	Vesicles				Vesicles			Vesicles			Vesicles (GO:0043231)
ENSG00000108239	TBC1D12	Approved	Nuclear speckles;Nucleoplasm					Nuclear speckles;Nucleoplasm					Nuclear speckles (GO:0016607);Nucleoplasm (GO:0005654)
ENSG00000108242	CYP2C18	Uncertain	Vesicles	Plasma membrane					Plasma membrane;Vesicles				Plasma membrane (GO:0005886);Vesicles (GO:0043231)
ENSG00000108244	KRT23	Approved	Intermediate filaments	Cytosol				Cytosol;Intermediate filaments					Cytosol (GO:0005829);Intermediate filaments (GO:0045111)
ENSG00000108256	NUFIP2	Supported	Nucleoplasm	Cytosol;Nuclear bodies			Cytosol;Nuclear bodies;Nucleoplasm						Cytosol (GO:0005829);Nuclear bodies (GO:0016604);Nucleoplasm (GO:0005654)
ENSG00000108262	GIT1	Supported	Cytosol;Focal adhesion sites	Mitochondria			Cytosol;Focal adhesion sites	Mitochondria		Mitochondria			Cytosol (GO:0005829);Focal adhesion sites (GO:0005925);Mitochondria (GO:0005739)
ENSG00000108298	RPL19	Enhanced	Cytosol;Nucleoli			Cytosol;Nucleoli				Nucleoli			Cytosol (GO:0005829);Nucleoli (GO:0005730)
ENSG00000108306	FBXL20	Supported	Microtubules					Microtubules					Microtubules (GO:0015630)
ENSG00000108309	RUNDC3A	Enhanced	Vesicles			Vesicles				Vesicles			Vesicles (GO:0043231)
ENSG00000108312	UBTF	Enhanced	Nucleoli fibrillar center			Nucleoli fibrillar center							Nucleoli fibrillar center (GO:0001650)
ENSG00000108344	PSMD3	Enhanced	Nucleoplasm	Cytosol		Cytosol;Nucleoplasm				Nucleoplasm			Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
ENSG00000108349	CASC3	Approved	Nuclear membrane					Nuclear membrane					Nuclear membrane (GO:0031965)
ENSG00000108352	RAPGEFL1	Approved	Microtubules;Nucleoplasm	Cytokinetic bridge				Cytokinetic bridge;Microtubules;Nucleoplasm		Cytokinetic bridge		Cytokinetic bridge (biological definition)	Cytokinetic bridge (GO:0045171);Microtubules (GO:0015630);Nucleoplasm (GO:0005654)
ENSG00000108370	RGS9	Approved	Nucleoplasm;Vesicles					Nucleoplasm;Vesicles					Nucleoplasm (GO:0005654);Vesicles (GO:0043231)
ENSG00000108379	WNT3	Approved	Vesicles		Predicted to be secreted			Vesicles					Vesicles (GO:0043231)
ENSG00000108381	ASPA	Supported	Cytosol				Cytosol						Cytosol (GO:0005829)
ENSG00000108384	RAD51C	Supported	Cytosol;Mitochondria;Nucleoplasm	Cell Junctions;Vesicles			Cytosol;Mitochondria;Nucleoplasm	Cell Junctions;Vesicles		Cell Junctions;Mitochondria			Cell Junctions (GO:0030054);Cytosol (GO:0005829);Mitochondria (GO:0005739);Nucleoplasm (GO:0005654);Vesicles (GO:0043231)
ENSG00000108387	SEPTIN4	Supported	Nucleoplasm				Nucleoplasm						Nucleoplasm (GO:0005654)
ENSG00000108405	P2RX1	Approved	Endoplasmic reticulum					Endoplasmic reticulum					Endoplasmic reticulum (GO:0005783)
ENSG00000108406	DHX40	Approved	Nucleoplasm					Nucleoplasm					Nucleoplasm (GO:0005654)
ENSG00000108423	TUBD1	Approved	Cytosol;Nucleoplasm					Cytosol;Nucleoplasm					Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
ENSG00000108424	KPNB1	Enhanced	Nuclear membrane	Cytosol;Nucleoplasm		Cytosol;Nuclear membrane;Nucleoplasm				Cytosol;Nuclear membrane			Cytosol (GO:0005829);Nuclear membrane (GO:0031965);Nucleoplasm (GO:0005654)
ENSG00000108433	GOSR2	Supported	Golgi apparatus;Nucleoplasm				Golgi apparatus;Nucleoplasm						Golgi apparatus (GO:0005794);Nucleoplasm (GO:0005654)
ENSG00000108439	PNPO	Approved	Cytosol;Nucleoplasm					Cytosol;Nucleoplasm		Cytosol;Nucleoplasm			Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
ENSG00000108443	RPS6KB1	Supported	Nucleoplasm				Nucleoplasm						Nucleoplasm (GO:0005654)
ENSG00000108465	CDK5RAP3	Supported	Cytosol	Nucleoli;Vesicles			Cytosol	Nucleoli;Vesicles		Cytosol			Cytosol (GO:0005829);Nucleoli (GO:0005730);Vesicles (GO:0043231)
ENSG00000108468	CBX1	Supported	Nuclear bodies;Nucleoplasm				Nuclear bodies;Nucleoplasm						Nuclear bodies (GO:0016604);Nucleoplasm (GO:0005654)
ENSG00000108469	RECQL5	Supported	Nucleoplasm	Cytosol			Cytosol;Nucleoplasm			Nucleoplasm			Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
ENSG00000108474	PIGL	Approved	Cytosol;Nucleoplasm					Cytosol;Nucleoplasm			Cytosol;Nucleoplasm		Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
ENSG00000108479	GALK1	Approved	Cytosol	Golgi apparatus				Cytosol;Golgi apparatus					Cytosol (GO:0005829);Golgi apparatus (GO:0005794)
ENSG00000108509	CAMTA2	Supported	Nucleoplasm	Actin filaments;Cytosol;Mitochondria;Vesicles		Nucleoplasm		Actin filaments	Cytosol;Mitochondria;Vesicles	Nucleoplasm			Actin filaments (GO:0015629);Cytosol (GO:0005829);Mitochondria (GO:0005739);Nucleoplasm (GO:0005654);Vesicles (GO:0043231)
ENSG00000108510	MED13	Supported	Nucleoplasm				Nucleoplasm						Nucleoplasm (GO:0005654)
ENSG00000108511	HOXB6	Supported	Nucleoplasm	Golgi apparatus			Nucleoplasm	Golgi apparatus					Golgi apparatus (GO:0005794);Nucleoplasm (GO:0005654)
ENSG00000108515	ENO3	Supported	Cytosol;Plasma membrane				Cytosol;Plasma membrane			Cytosol;Plasma membrane			Cytosol (GO:0005829);Plasma membrane (GO:0005886)
ENSG00000108518	PFN1	Approved	Cytosol					Cytosol					Cytosol (GO:0005829)
ENSG00000108523	RNF167	Approved	Cytosol;Vesicles	Centriolar satellite;Mitotic spindle				Centriolar satellite;Cytosol;Mitotic spindle;Vesicles		Mitotic spindle		Mitotic spindle (biological definition)	Centriolar satellite (GO:0034451);Cytosol (GO:0005829);Mitotic spindle (GO:0072686);Vesicles (GO:0043231)
ENSG00000108551	RASD1	Approved	Nucleoplasm	Plasma membrane				Nucleoplasm;Plasma membrane					Nucleoplasm (GO:0005654);Plasma membrane (GO:0005886)
ENSG00000108557	RAI1	Enhanced	Nucleoplasm			Nucleoplasm							Nucleoplasm (GO:0005654)
ENSG00000108559	NUP88	Approved	Nucleoplasm					Nucleoplasm					Nucleoplasm (GO:0005654)
ENSG00000108561	C1QBP	Approved	Plasma membrane	Mitochondria	Predicted to be secreted			Mitochondria;Plasma membrane					Mitochondria (GO:0005739);Plasma membrane (GO:0005886)
ENSG00000108576	SLC6A4	Supported	Golgi apparatus;Vesicles				Golgi apparatus;Vesicles						Golgi apparatus (GO:0005794);Vesicles (GO:0043231)
ENSG00000108578	BLMH	Supported	Cytosol;Nuclear bodies;Nucleoplasm				Cytosol	Nuclear bodies;Nucleoplasm			Nuclear bodies;Nucleoplasm		Cytosol (GO:0005829);Nuclear bodies (GO:0016604);Nucleoplasm (GO:0005654)
ENSG00000108582	CPD	Approved	Nuclear speckles;Nucleoplasm	Nuclear membrane				Nuclear membrane;Nuclear speckles;Nucleoplasm					Nuclear membrane (GO:0031965);Nuclear speckles (GO:0016607);Nucleoplasm (GO:0005654)
ENSG00000108588	CCDC47	Enhanced	Endoplasmic reticulum			Endoplasmic reticulum							Endoplasmic reticulum (GO:0005783)
ENSG00000108590	MED31	Approved	Nucleoplasm					Nucleoplasm		Nucleoplasm			Nucleoplasm (GO:0005654)
ENSG00000108591	DRG2	Supported	Cytosol;Vesicles	Nucleoplasm			Cytosol	Nucleoplasm;Vesicles			Cytosol;Nucleoplasm;Vesicles		Cytosol (GO:0005829);Nucleoplasm (GO:0005654);Vesicles (GO:0043231)
ENSG00000108592	FTSJ3	Enhanced	Nucleoli;Nucleoli rim	Mitotic chromosome		Nucleoli;Nucleoli rim		Mitotic chromosome		Mitotic chromosome;Nucleoli		Mitotic chromosome (biological definition)	Mitotic chromosome (GO:0005694);Nucleoli (GO:0005730);Nucleoli rim (GO:0005730)
ENSG00000108599	AKAP10	Supported	Cytosol;Plasma membrane				Cytosol	Plasma membrane		Cytosol;Plasma membrane			Cytosol (GO:0005829);Plasma membrane (GO:0005886)
ENSG00000108602	ALDH3A1	Supported	Cytosol;Plasma membrane	Nucleoplasm;Vesicles		Cytosol		Nucleoplasm;Plasma membrane;Vesicles		Cytosol;Plasma membrane;Vesicles			Cytosol (GO:0005829);Nucleoplasm (GO:0005654);Plasma membrane (GO:0005886);Vesicles (GO:0043231)
ENSG00000108604	SMARCD2	Enhanced	Nucleoplasm			Nucleoplasm							Nucleoplasm (GO:0005654)
ENSG00000108622	ICAM2	Approved	Plasma membrane	Cytosol				Plasma membrane	Cytosol				Cytosol (GO:0005829);Plasma membrane (GO:0005886)
ENSG00000108639	SYNGR2	Approved	Golgi apparatus					Golgi apparatus					Golgi apparatus (GO:0005794)
ENSG00000108651	UTP6	Enhanced	Nucleoli	Mitotic chromosome		Mitotic chromosome;Nucleoli				Mitotic chromosome;Nucleoli		Mitotic chromosome (biological definition)	Mitotic chromosome (GO:0005694);Nucleoli (GO:0005730)
ENSG00000108654	DDX5	Supported	Nucleoli;Nucleoplasm				Nucleoli;Nucleoplasm			Nucleoplasm			Nucleoli (GO:0005730);Nucleoplasm (GO:0005654)
ENSG00000108666	C17orf75	Approved	Cytosol;Golgi apparatus					Cytosol;Golgi apparatus					Cytosol (GO:0005829);Golgi apparatus (GO:0005794)
ENSG00000108669	CYTH1	Uncertain	Nucleoplasm	Nucleoli					Nucleoli;Nucleoplasm				Nucleoli (GO:0005730);Nucleoplasm (GO:0005654)
ENSG00000108671	PSMD11	Approved	Golgi apparatus;Nucleoplasm					Golgi apparatus;Nucleoplasm					Golgi apparatus (GO:0005794);Nucleoplasm (GO:0005654)
ENSG00000108691	CCL2	Approved	Golgi apparatus	Vesicles	Predicted to be secreted			Golgi apparatus;Vesicles					Golgi apparatus (GO:0005794);Vesicles (GO:0043231)
ENSG00000108771	DHX58	Approved	Cytosol;Golgi apparatus	Nucleoplasm			Cytosol;Golgi apparatus	Nucleoplasm					Cytosol (GO:0005829);Golgi apparatus (GO:0005794);Nucleoplasm (GO:0005654)
ENSG00000108774	RAB5C	Enhanced	Endosomes			Endosomes							Endosomes (GO:0005768)
ENSG00000108786	HSD17B1	Supported	Cytosol				Cytosol						Cytosol (GO:0005829)
ENSG00000108788	MLX	Supported	Nucleoplasm	Cytosol;Nuclear membrane			Cytosol;Nucleoplasm	Nuclear membrane					Cytosol (GO:0005829);Nuclear membrane (GO:0031965);Nucleoplasm (GO:0005654)
ENSG00000108797	CNTNAP1	Approved	Nucleoplasm					Nucleoplasm					Nucleoplasm (GO:0005654)
ENSG00000108799	EZH1	Supported	Nucleoplasm				Nucleoplasm						Nucleoplasm (GO:0005654)
ENSG00000108813	DLX4	Supported	Nucleoplasm				Nucleoplasm						Nucleoplasm (GO:0005654)
ENSG00000108821	COL1A1	Approved	Endoplasmic reticulum	Vesicles	Predicted to be secreted			Endoplasmic reticulum;Vesicles		Endoplasmic reticulum;Vesicles			Endoplasmic reticulum (GO:0005783);Vesicles (GO:0043231)
ENSG00000108825	PTGES3L-AARSD1	Approved	Cytosol;Nuclear membrane					Cytosol;Nuclear membrane					Cytosol (GO:0005829);Nuclear membrane (GO:0031965)
ENSG00000108829	LRRC59	Enhanced	Endoplasmic reticulum			Endoplasmic reticulum							Endoplasmic reticulum (GO:0005783)
ENSG00000108839	ALOX12	Supported	Cytosol	Nuclear speckles;Vesicles			Cytosol	Vesicles	Nuclear speckles	Cytosol;Nuclear speckles			Cytosol (GO:0005829);Nuclear speckles (GO:0016607);Vesicles (GO:0043231)
ENSG00000108840	HDAC5	Supported	Nuclear speckles	Cytosol;Golgi apparatus			Cytosol;Nuclear speckles	Golgi apparatus					Cytosol (GO:0005829);Golgi apparatus (GO:0005794);Nuclear speckles (GO:0016607)
ENSG00000108846	ABCC3	Supported	Plasma membrane				Plasma membrane			Plasma membrane			Plasma membrane (GO:0005886)
ENSG00000108848	LUC7L3	Enhanced	Nuclear speckles			Nuclear speckles							Nuclear speckles (GO:0016607)
ENSG00000108852	MPP2	Approved	Cytosol;Mitochondria					Cytosol;Mitochondria		Mitochondria			Cytosol (GO:0005829);Mitochondria (GO:0005739)
ENSG00000108854	SMURF2	Supported	Nuclear speckles				Nuclear speckles						Nuclear speckles (GO:0016607)
ENSG00000108861	DUSP3	Supported	Nucleoplasm	Cytosol			Nucleoplasm	Cytosol					Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
ENSG00000108883	EFTUD2	Approved	Nucleoplasm	Cytosol;Vesicles		Nucleoplasm		Cytosol;Vesicles		Nucleoplasm			Cytosol (GO:0005829);Nucleoplasm (GO:0005654);Vesicles (GO:0043231)
ENSG00000108924	HLF	Enhanced	Nucleoplasm			Nucleoplasm				Nucleoplasm			Nucleoplasm (GO:0005654)
ENSG00000108932	SLC16A6	Approved	Vesicles					Vesicles					Vesicles (GO:0043231)
ENSG00000108946	PRKAR1A	Approved	Cytosol					Cytosol					Cytosol (GO:0005829)
ENSG00000108953	YWHAE	Supported	Cytosol				Cytosol						Cytosol (GO:0005829)
ENSG00000108960	MMD	Approved	Vesicles					Vesicles		Vesicles			Vesicles (GO:0043231)
ENSG00000108961	RANGRF	Supported	Nucleoplasm	Cytosol			Cytosol;Nucleoplasm			Cytosol;Nucleoplasm			Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
ENSG00000108963	DPH1	Approved	Nucleoplasm	Cell Junctions			Nucleoplasm		Cell Junctions				Cell Junctions (GO:0030054);Nucleoplasm (GO:0005654)
ENSG00000108984	MAP2K6	Supported	Cytosol;Nucleoplasm				Cytosol;Nucleoplasm						Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
ENSG00000109016	DHRS7B	Approved	Cell Junctions;Cytosol;Plasma membrane					Cell Junctions;Cytosol;Plasma membrane					Cell Junctions (GO:0030054);Cytosol (GO:0005829);Plasma membrane (GO:0005886)
ENSG00000109046	WSB1	Approved	Mitochondria					Mitochondria					Mitochondria (GO:0005739)
ENSG00000109061	MYH1	Uncertain	Focal adhesion sites						Focal adhesion sites				Focal adhesion sites (GO:0005925)
ENSG00000109062	SLC9A3R1	Approved	Plasma membrane	Centriolar satellite;Vesicles				Centriolar satellite;Plasma membrane;Vesicles					Centriolar satellite (GO:0034451);Plasma membrane (GO:0005886);Vesicles (GO:0043231)
ENSG00000109065	NAT9	Approved	Nucleoplasm					Nucleoplasm					Nucleoplasm (GO:0005654)
ENSG00000109066	TMEM104	Approved	Nucleoplasm	Golgi apparatus				Golgi apparatus;Nucleoplasm					Golgi apparatus (GO:0005794);Nucleoplasm (GO:0005654)
ENSG00000109072	VTN	Supported	Endoplasmic reticulum;Vesicles		Predicted to be secreted		Endoplasmic reticulum;Vesicles						Endoplasmic reticulum (GO:0005783);Vesicles (GO:0043231)
ENSG00000109079	TNFAIP1	Approved	Nucleoli					Nucleoli					Nucleoli (GO:0005730)
ENSG00000109083	IFT20	Approved	Microtubules					Microtubules					Microtubules (GO:0015630)
ENSG00000109084	TMEM97	Supported	Endoplasmic reticulum				Endoplasmic reticulum						Endoplasmic reticulum (GO:0005783)
ENSG00000109089	CDR2L	Approved	Cytosol					Cytosol					Cytosol (GO:0005829)
ENSG00000109107	ALDOC	Approved	Nucleoli fibrillar center;Nucleoplasm	Cytosol;Vesicles				Cytosol;Nucleoli fibrillar center;Nucleoplasm;Vesicles		Nucleoplasm			Cytosol (GO:0005829);Nucleoli fibrillar center (GO:0001650);Nucleoplasm (GO:0005654);Vesicles (GO:0043231)
ENSG00000109111	SUPT6H	Approved	Cytosol;Nucleoplasm	Plasma membrane				Cytosol;Nucleoplasm;Plasma membrane					Cytosol (GO:0005829);Nucleoplasm (GO:0005654);Plasma membrane (GO:0005886)
ENSG00000109118	PHF12	Enhanced	Nucleoplasm			Nucleoplasm							Nucleoplasm (GO:0005654)
